video_id,video_url,title,upload_datetime,view_count,like_count,comment_count,tags,guest_type,topic_category,format_type,View_Count_Log,Estimated_Income_INR,duration,Title_Length,Description_Length,upload_hour,upload_dow,Days_Since_Published,guest_type_Diplomat,guest_type_Military_Veteran,guest_type_Other,guest_type_Politician,topic_category_Defense_Analysis,topic_category_Foreign_Policy,topic_category_General,topic_category_Geopolitics,topic_category_Internal_Affairs,format_type_Interview,format_type_Monologue_Explainer,format_type_Panel_Discussion
Dl1OaHJmbdk,https://www.youtube.com/watch?v=Dl1OaHJmbdk,Pakistan & Khalistan Conspiracy Against India | The Chanakya Dialogues With Major Gaurav Arya,11-02-2023,576883,40271,3600,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army"", ""the chanakya dialogues"", ""major gaurav arya"", ""india foreign affairs""]",Military_Veteran,Geopolitics,Interview,13.26539649,69225.96,2268,93,4654,0,5,918,0,1,0,0,0,0,0,1,0,1,0,0
Ke1Na_FOUB4,https://www.youtube.com/watch?v=Ke1Na_FOUB4,Indian Army Wins Hearts in Turkey | The Chanakya Dialogues With Major Gaurav Arya,10-02-2023,855964,69667,5200,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army"", ""major gaurav arya"", ""the chanakya dialogues"", ""india pakistan news""]",Military_Veteran,Defense_Analysis,Interview,13.65998477,102715.68,1291,81,4526,0,4,919,0,1,0,0,1,0,0,0,0,1,0,0
zUoH918h-cM,https://www.youtube.com/watch?v=zUoH918h-cM,"Turkey Insults Pakistan, Asks Pak PM To Stay Away | The Chanakya Dialogues | Major Gaurav Arya",09-02-2023,1059867,67080,5400,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army"", ""major gaurav arya"", ""the chanakya dialogues"", ""india foreign affairs""]",Military_Veteran,Geopolitics,Interview,13.87365493,127184.04,2016,94,2042,0,3,920,0,1,0,0,0,0,0,1,0,1,0,0
d4d-PvkOXl4,https://www.youtube.com/watch?v=d4d-PvkOXl4,Turkey Calls India Friend In Need | Ep 195 | The Chanakya Dialogues | Major Gaurav Arya,08-02-2023,806432,56175,4500,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army"", ""the chanakya dialogues"", ""major gaurav arya"", ""india pakistan news""]",Military_Veteran,General,Interview,13.6003761,96771.84,1857,87,2318,0,2,921,0,1,0,0,0,0,1,0,0,1,0,0
OzdaM_Uj4m0,https://www.youtube.com/watch?v=OzdaM_Uj4m0,Major Thrashes Javed Miandad In His Own Language | The Chanakya Dialogues | Major Gaurav Arya,07-02-2023,1102266,68155,4800,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army"", ""the chanakya dialogues"", ""major gaurav arya"", ""india pakistan news""]",Diplomat,General,Interview,13.91287953,132271.92,1549,93,3784,0,1,922,1,0,0,0,0,0,1,0,0,1,0,0
mD0Yu5mqRSg,https://www.youtube.com/watch?v=mD0Yu5mqRSg,Pakistan Faces Tough Time From IMF | The Chanakya Dialogues With Major Gaurav Arya,06-02-2023,727770,57959,3800,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army""]",Military_Veteran,Geopolitics,Interview,13.49774172,87332.4,1794,82,4094,0,0,923,0,1,0,0,0,0,0,1,0,1,0,0
Xdcu9lFg1HU,https://www.youtube.com/watch?v=Xdcu9lFg1HU,"Pakistan Blocks Wikipedia, Cites Blasphemy | The Chanakya Dialogues With Major Gaurav Arya",05-02-2023,1153793,65417,4100,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army""]",Military_Veteran,Geopolitics,Interview,13.9585662,138455.16,2135,90,3366,0,6,924,0,1,0,0,0,0,0,1,0,1,0,0
TQ3dLWTH5do,https://www.youtube.com/watch?v=TQ3dLWTH5do,BEST OF THE WEEK | SUNDAY SPECIAL: THE CHANAKYA DIALOGUES with Major Gaurav Arya,05-02-2023,232707,12438,773,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army""]",Military_Veteran,Foreign_Policy,Interview,12.35753973,27924.84,1646,80,2599,0,6,924,0,1,0,0,0,1,0,0,0,1,0,0
X88E-Aj9qOE,https://www.youtube.com/watch?v=X88E-Aj9qOE,Saad Rizvi Says Threaten With Atom Bomb & Take Money | The Chanakya Dialogues With Major Gaurav Arya,04-02-2023,720515,37977,2900,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army""]",Military_Veteran,General,Interview,13.4877229,86461.8,1414,100,2015,0,5,925,0,1,0,0,0,0,1,0,0,1,0,0
fZTKu2z-CyA,https://www.youtube.com/watch?v=fZTKu2z-CyA,"Pak to Afghanistan, ""Please Stop Attacking Us"" | The Chanakya Dialogues With Major Gaurav Arya",03-02-2023,656565,48796,2700,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army"", ""the chanakya dialogues"", ""major gaurav arya"", ""india foreign affairs"", ""taliban and pakistan""]",Military_Veteran,General,Interview,13.3947785,78787.8,1386,94,2033,0,4,926,0,1,0,0,0,0,1,0,0,1,0,0
duNniGgjM1s,https://www.youtube.com/watch?v=duNniGgjM1s,Imran Khan Is Guilty of Peshawar Massacre | EP 190 | The Chanakya Dialogues | Major Gaurav Arya,02-02-2023,508284,36060,2400,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army"", ""the chanakya dialogues"", ""major gaurav arya"", ""india foreign affairs""]",Military_Veteran,General,Interview,13.13879759,60994.08,1876,95,3598,0,3,927,0,1,0,0,0,0,1,0,0,1,0,0
Ii2J7Odex0A,https://www.youtube.com/watch?v=Ii2J7Odex0A,Pak Minister: We Created Terrorists | The Chanakya Dialogues with Major Gaurav Arya,01-02-2023,729679,49930,2900,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army"", ""pakistan in crisis"", ""budget 2023"", ""the chanakya dialogues"", ""india foreign affairs"", ""major gaurav arya""]",Military_Veteran,General,Interview,13.50036136,87561.48,1647,83,3907,0,2,928,0,1,0,0,0,0,1,0,0,1,0,0
lwBpxgP3eHY,https://www.youtube.com/watch?v=lwBpxgP3eHY,Massive Suicide Attack in Pakistan | EP 188 | The Chanakya Dialogues | Major Gaurav Arya,31-01-2023,847144,48039,4700,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army"", ""peshawar bomb blast"", ""peshawar suicide attack""]",Diplomat,Geopolitics,Interview,13.64962715,101657.28,2162,88,2291,0,1,929,1,0,0,0,0,0,0,1,0,1,0,0
MDAS17zJOGU,https://www.youtube.com/watch?v=MDAS17zJOGU,"Pakistan in Panic, Onions @ 320/- KG | The Chanakya Dialogues | Major Gaurav Arya",30-01-2023,1150556,62064,6900,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army"", ""pakistan in crisis"", ""protest against bbc"", ""khalistan in australia"", ""the chanakya dialogues"", ""major gaurav arya"", ""india foreign affairs"", ""blast""]",Military_Veteran,Geopolitics,Interview,13.95575673,138066.72,2170,81,3524,0,0,930,0,1,0,0,0,0,0,1,0,1,0,0
o-SLvethEto,https://www.youtube.com/watch?v=o-SLvethEto,India Is On A Weapon’s Buying Spree | EP 186 | The Chanakya Dialogues | Major Gaurav Arya,29-01-2023,1047878,75304,5100,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army"", ""china"", ""weapons"", ""major gaurav arya"", ""india pakistan news"", ""india foreign affairs""]",Diplomat,Defense_Analysis,Interview,13.86227868,125745.36,2159,89,2190,0,6,931,1,0,0,0,1,0,0,0,0,1,0,0
FHPmtMX3RCY,https://www.youtube.com/watch?v=FHPmtMX3RCY,BEST OF THE WEEK | SUNDAY SPECIAL: THE CHANAKYA DIALOGUES with Major Gaurav Arya,29-01-2023,340190,16565,1100,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army"", ""major gaurav arya"", ""india pakistan news"", ""india foreign affairs"", ""pakistan funny trolls""]",Military_Veteran,Foreign_Policy,Interview,12.7372625,40822.8,1218,80,2676,0,6,931,0,1,0,0,0,1,0,0,0,1,0,0
PLOmJCsWGb8,https://www.youtube.com/watch?v=PLOmJCsWGb8,India Sends Notice to Pakistan - Indus Water Treaty | The Chanakya Dialogues | Major Gaurav Arya,28-01-2023,688468,43276,3100,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army""]",Military_Veteran,Geopolitics,Interview,13.44222557,82616.16,2117,96,2514,0,5,932,0,1,0,0,0,0,0,1,0,1,0,0
3Y4AovVwZX4,https://www.youtube.com/watch?v=3Y4AovVwZX4,"Indian Soldiers Will Fly Now, Jetpacks Being Purchased | TCD | Major Gaurav Arya",27-01-2023,544782,35941,2400,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army"", ""indian army gets jetpack"", ""egypt president in india"", ""Pakistan and india relations"", ""india foreign affairs"", ""narendra modi"", ""india vs pakistan"", ""republic day"", ""major gaurav arya"", ""india pakistan news""]",Military_Veteran,General,Interview,13.20814283,65373.84,2161,80,2696,0,4,933,0,1,0,0,0,0,1,0,0,1,0,0
tfwO8t09pzk,https://www.youtube.com/watch?v=tfwO8t09pzk,Foreign Hand Suspected in Pak Electricity Crash: Pak Minister | TCD | Major Gaurav Arya,25-01-2023,1040403,79318,3800,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army"", ""electricity crisis in pakistan""]",Military_Veteran,General,Interview,13.85511966,124848.36,1728,87,1630,0,2,935,0,1,0,0,0,0,1,0,0,1,0,0
7sGMn8fW7_Q,https://www.youtube.com/watch?v=7sGMn8fW7_Q,China Plans to Stop India in the Indian Ocean Region | #TheChanakyaDialogues | #MajorGauravArya,24-01-2023,334118,30901,1500,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army"", ""indian ocean"", ""indian navy"", ""china"", ""china in indian ocean""]",Military_Veteran,Geopolitics,Interview,12.7192525,40094.16,1469,95,1867,0,1,936,0,1,0,0,0,0,0,1,0,1,0,0
FWjp4ZR8bxA,https://www.youtube.com/watch?v=FWjp4ZR8bxA,"Facing Hunger, Pakistan Imports 1.2B $ worth luxury vehicles | Ep 181 | TCD | Major Gaurav Arya",23-01-2023,632904,48777,4400,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army"", ""pakistan cars"", ""pakistan crisis""]",Military_Veteran,Geopolitics,Interview,13.35807561,75948.48,2229,95,1319,0,0,937,0,1,0,0,0,0,0,1,0,1,0,0
rsujedwBsAk,https://www.youtube.com/watch?v=rsujedwBsAk,PM Modi Amongst Most Powerful Leaders: UK | Ep 180 | The Chanakya Dialogues | Major Gaurav Arya,22-01-2023,561805,48826,2700,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army""]",Military_Veteran,Internal_Affairs,Interview,13.23891187,67416.6,1843,95,1284,0,6,938,0,1,0,0,0,0,0,0,1,1,0,0
40o4xT7gr70,https://www.youtube.com/watch?v=40o4xT7gr70,BBC Is Against India’s G20 Presidency: Lord Rami Ranger | Ep 179 | TCD | Major Gaurav Arya,21-01-2023,763900,66613,4700,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army"", ""bbc"", ""modi ji"", ""PM modi"", ""bbc documentary on modi""]",Military_Veteran,General,Interview,13.54619348,91668.0,2568,90,1746,0,5,939,0,1,0,0,0,0,1,0,0,1,0,0
vZHFVECYICw,https://www.youtube.com/watch?v=vZHFVECYICw,"BBC Tries to Malign PM Modi, Gets Smashed | Ep 178 | The Chanakya Dialogues | Major Gaurav Arya",20-01-2023,1156997,67714,5000,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army"", ""pm modi"", ""bbc modi documentary video""]",Military_Veteran,General,Interview,13.96133928,138839.64,2180,95,1557,0,4,940,0,1,0,0,0,0,1,0,0,1,0,0
AzJ6eU-HN6s,https://www.youtube.com/watch?v=AzJ6eU-HN6s,Taliban Fears Pakistani Terrorists | The Chanakya Dialogues | Major Gaurav Arya,19-01-2023,578342,42970,4000,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army""]",Military_Veteran,Geopolitics,Interview,13.2679224,69401.04,2270,79,1513,0,3,941,0,1,0,0,0,0,0,1,0,1,0,0
8joCrrY6VJY,https://www.youtube.com/watch?v=8joCrrY6VJY,Indian Army Gets AK 203 | Ep 176 | The Chanakya Dialogues | Major Gaurav Arya,18-01-2023,823310,51126,5400,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army"", ""shahbaz sharif"", ""dawood ibrahim""]",Military_Veteran,Defense_Analysis,Interview,13.62108929,98797.2,2192,77,1244,0,2,942,0,1,0,0,1,0,0,0,0,1,0,0
czaS5n4GTFg,https://www.youtube.com/watch?v=czaS5n4GTFg,Shahbaz Sharif: No More Wars With India. We Have Learnt Our Lesson | Ep 175 | Major Gaurav Arya,17-01-2023,530764,38195,3400,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army"", ""modi"", ""shahbaz sharif"", ""kashmir news"", ""pm modi""]",Military_Veteran,General,Interview,13.18207464,63691.68,1533,95,1416,0,1,943,0,1,0,0,0,0,1,0,0,1,0,0
VGG2vFTB70Q,https://www.youtube.com/watch?v=VGG2vFTB70Q,"Pakistanis Desperate for Food, Riot Like Situation | Ep 174 | TCD | Major Gaurav Arya",16-01-2023,456337,33654,2800,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army"", ""wheat"", ""wheatcrisis"", ""crisis"", ""crisis in pakistan"", ""pakistan wheat crisis"", ""food"", ""#foodcrisisinpakistan"", ""foodcrisis""]",Military_Veteran,Geopolitics,Interview,13.03098904,54760.44,1667,85,851,0,0,944,0,1,0,0,0,0,0,1,0,1,0,0
s00RGV-nssA,https://www.youtube.com/watch?v=s00RGV-nssA,"Embarrassed to beg for money, says Shahbaz Sharif | Ep 173 | TCD | Major Gaurav Arya",15-01-2023,445969,30321,1900,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""The Chanakya Dialogues"", ""India"", ""Bharat"", ""News"", ""Indian Army"", ""major gaurav arya"", ""india pakistan news"", ""shahbaz sharif"", ""pakistan website hacked by indian"", ""Pakistan's website hacked"", ""imran khan"", ""imran khan PTI"", ""usa"", ""imf and world bank""]",Military_Veteran,General,Interview,13.00800696,53516.28,1208,84,800,0,6,945,0,1,0,0,0,0,1,0,0,1,0,0
vNjyWMhqFBw,https://www.youtube.com/watch?v=vNjyWMhqFBw,"Armenia Asks India for Sukhoi, Pinaka, Brahmos | Ep 172 | The Chanakya Dialogues | Major Gaurav Arya",14-01-2023,686827,41575,2300,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gauray Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics""]",Military_Veteran,General,Interview,13.43983918,82419.24,1300,100,797,0,5,946,0,1,0,0,0,0,1,0,0,1,0,0
HwwLeYbET88,https://www.youtube.com/watch?v=HwwLeYbET88,Pak Defence Minister Targets Major Gaurav Arya | Ep 171 | The Chanakya Dialogues | Major Gaurav Arya,13-01-2023,518238,37182,1600,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gauray Arya Channel"", ""CFTV Channel"", ""foreign affairs"", ""news"", ""latest news"", ""geopolitics"", ""major gaurav arya"", ""major gaurav arya channel"", ""india pakistan news"", ""india foreign affairs""]",Military_Veteran,General,Interview,13.1581918,62188.56,1060,100,822,0,4,947,0,1,0,0,0,0,1,0,0,1,0,0
